Date,Status,Client_ID
4/13/2020,Completed,25
4/13/2020,Completed,32
4/13/2020,Completed,68
4/13/2020,Completed,24
4/13/2020,Completed,35
4/13/2020,Completed,31
4/13/2020,Completed,10
4/13/2020,Completed,65
4/13/2020,Completed,47
4/13/2020,Completed,106
4/13/2020,Completed,58
4/13/2020,Completed,15
4/13/2020,Completed,44
4/13/2020,Completed,31
4/13/2020,Completed,8
4/13/2020,Completed,6
4/13/2020,Completed,47
4/13/2020,Completed,54
4/13/2020,Completed,15
4/13/2020,Completed,40
4/13/2020,Completed,34
4/13/2020,Completed,38
4/13/2020,Completed,92
4/13/2020,Completed,32
4/13/2020,Completed,37
4/13/2020,Completed,79
4/13/2020,Completed,50
4/13/2020,Completed,58
4/13/2020,Completed,12
4/13/2020,Completed,22
4/13/2020,Completed,18
4/13/2020,Completed,3
4/13/2020,Completed,10
4/13/2020,Completed,11
4/13/2020,Completed,98
4/13/2020,Completed,9
4/13/2020,Completed,19
4/13/2020,Completed,14
4/13/2020,Completed,29
4/13/2020,Completed,30
4/13/2020,Completed,23
4/13/2020,Completed,28
4/13/2020,Completed,62
4/13/2020,Completed,40
4/13/2020,Completed,42
4/13/2020,Completed,112
4/13/2020,Completed,39
4/13/2020,Completed,104
4/13/2020,Completed,20
4/13/2020,Completed,13
4/20/2020,Completed,1
4/20/2020,Completed,2
4/20/2020,Completed,5
4/20/2020,Completed,3
4/20/2020,Completed,4
4/20/2020,Completed,5
4/20/2020,Completed,10
4/20/2020,Completed,6
4/20/2020,Completed,12
4/20/2020,Completed,13
4/20/2020,Completed,7
4/20/2020,Completed,15
4/20/2020,Completed,8
4/20/2020,Completed,9
4/20/2020,Completed,10
4/20/2020,Completed,20
4/20/2020,Completed,11
4/20/2020,Completed,12
4/20/2020,Completed,23
4/20/2020,Completed,13
4/20/2020,Completed,14
4/20/2020,Completed,31
4/20/2020,Completed,32
4/20/2020,Completed,15
4/20/2020,Completed,16
4/20/2020,Completed,17
4/20/2020,Completed,18
4/20/2020,Completed,19
4/20/2020,Completed,20
4/20/2020,Completed,40
4/20/2020,Completed,41
4/20/2020,Completed,21
4/20/2020,Completed,22
4/20/2020,Completed,23
4/20/2020,Completed,47
4/20/2020,Completed,24
4/20/2020,Completed,49
4/20/2020,Completed,25
4/20/2020,Completed,26
4/20/2020,Completed,27
4/20/2020,Completed,28
4/20/2020,Completed,29
4/20/2020,Completed,30
4/20/2020,Completed,31
4/20/2020,Completed,57
4/20/2020,Completed,58
4/20/2020,Completed,32
4/20/2020,Completed,62
4/20/2020,Completed,63
4/20/2020,Completed,33
4/20/2020,Completed,65
4/20/2020,Completed,34
4/20/2020,Completed,35
4/20/2020,Completed,36
4/20/2020,Completed,37
4/20/2020,Completed,38
4/20/2020,Completed,39
4/20/2020,Completed,76
4/20/2020,Completed,40
4/20/2020,Completed,79
4/20/2020,Completed,82
4/20/2020,Completed,41
4/20/2020,Completed,42
4/20/2020,Completed,43
4/20/2020,Completed,44
4/20/2020,Completed,45
4/20/2020,Completed,46
4/20/2020,Completed,92
4/20/2020,Completed,47
4/20/2020,Completed,48
4/20/2020,Completed,49
4/20/2020,Completed,98
4/20/2020,Completed,50
4/20/2020,Completed,51
4/20/2020,Completed,52
4/20/2020,Completed,53
4/20/2020,Completed,104
4/20/2020,Completed,54
4/20/2020,Completed,106
4/20/2020,Completed,55
4/20/2020,Completed,56
4/20/2020,Completed,109
4/20/2020,Completed,57
4/20/2020,Completed,58
4/20/2020,Completed,161
4/20/2020,Completed,162
4/20/2020,Completed,163
4/20/2020,Completed,164
4/20/2020,Completed,165
4/20/2020,Completed,166
4/20/2020,Completed,167
4/20/2020,Completed,168
4/20/2020,Completed,170
4/20/2020,Completed,171
4/20/2020,Completed,172
4/20/2020,Completed,173
5/1/2020,Completed,5
5/1/2020,Completed,12
5/1/2020,Completed,13
5/1/2020,Completed,16
5/1/2020,Completed,43
5/1/2020,Completed,48
5/1/2020,Completed,6
5/1/2020,Completed,32
5/1/2020,Completed,18
5/1/2020,Completed,41
5/1/2020,Completed,5
5/1/2020,Completed,37
5/1/2020,Completed,40
5/1/2020,Completed,52
5/1/2020,Completed,53
5/1/2020,Completed,55
5/1/2020,Completed,22
5/1/2020,Completed,34
5/1/2020,Completed,161
5/1/2020,Completed,163
5/1/2020,Completed,165
5/1/2020,Completed,173
5/1/2020,Completed,3
5/1/2020,Completed,9
5/1/2020,Completed,11
5/1/2020,Completed,19
5/1/2020,Completed,23
5/1/2020,Completed,28
5/1/2020,Completed,33
4/28/2020,Completed,21
4/28/2020,Completed,27
4/28/2020,Completed,82
4/28/2020,Completed,46
4/28/2020,Completed,54
4/28/2020,Completed,57
4/28/2020,Completed,8
4/28/2020,Completed,10
4/28/2020,Completed,42
4/28/2020,Completed,109
4/28/2020,Completed,1
4/28/2020,Completed,4
4/28/2020,Completed,29
4/28/2020,Completed,32
4/28/2020,Completed,39
4/28/2020,Completed,76
4/28/2020,Completed,92
4/28/2020,Completed,20
4/28/2020,Completed,63
4/28/2020,Completed,36
4/28/2020,Completed,79
4/28/2020,Completed,50
4/28/2020,Completed,56
4/28/2020,Completed,168
4/28/2020,Completed,15
4/28/2020,Completed,20
4/28/2020,Completed,49
4/28/2020,Completed,31
4/28/2020,Completed,38
4/28/2020,Completed,41
4/28/2020,Completed,58
4/28/2020,Completed,171
4/28/2020,Completed,26
4/28/2020,Completed,57
4/28/2020,Completed,35
4/28/2020,Completed,49
4/28/2020,Completed,98
4/28/2020,Completed,170
4/28/2020,Completed,23
4/28/2020,Completed,31
4/28/2020,Completed,24
4/28/2020,Completed,25
4/28/2020,Completed,58
4/28/2020,Completed,44
4/28/2020,Completed,51
4/28/2020,Completed,164
4/28/2020,Completed,2
4/28/2020,Completed,15
4/28/2020,Completed,47
4/28/2020,Completed,45
4/28/2020,Completed,47
4/28/2020,Completed,106
4/28/2020,Completed,162
4/28/2020,Completed,167
4/28/2020,Completed,172
5/1/2020,Completed,14
4/28/2020,Completed,10
4/28/2020,Completed,7
4/28/2020,Completed,17
4/28/2020,Completed,40
4/28/2020,Completed,30
4/28/2020,Completed,166
5/5/2020,Completed,21
5/5/2020,Completed,57
5/5/2020,Completed,27
5/5/2020,Completed,46
5/5/2020,Completed,54
5/5/2020,Completed,73
5/5/2020,Completed,109
5/5/2020,Completed,123
5/5/2020,Completed,8
5/5/2020,Completed,60
5/5/2020,Completed,10
5/5/2020,Completed,42
5/5/2020,Completed,76
5/5/2020,Completed,67
5/5/2020,Completed,1
5/5/2020,Completed,4
5/5/2020,Completed,32
5/5/2020,Completed,29
5/5/2020,Completed,69
5/5/2020,Completed,39
5/5/2020,Completed,63
5/5/2020,Completed,56
5/5/2020,Completed,133
5/5/2020,Completed,36
5/5/2020,Completed,168
5/5/2020,Completed,62
5/5/2020,Completed,79
5/5/2020,Completed,50
5/5/2020,Completed,20
5/9/2020,Completed,13
5/9/2020,Completed,16
5/9/2020,Completed,5
5/9/2020,Completed,72
5/9/2020,Completed,43
5/9/2020,Completed,48
5/9/2020,Completed,12
5/9/2020,Completed,64
5/9/2020,Completed,41
5/9/2020,Completed,32
5/9/2020,Completed,6
5/9/2020,Completed,18
5/5/2020,Completed,49
5/5/2020,Completed,171
5/5/2020,Completed,20
5/5/2020,Completed,74
5/5/2020,Completed,41
5/5/2020,Completed,31
5/5/2020,Completed,15
5/5/2020,Completed,38
5/5/2020,Completed,58
5/5/2020,Completed,26
5/5/2020,Completed,49
5/5/2020,Completed,57
5/5/2020,Completed,35
5/5/2020,Completed,125
5/5/2020,Completed,98
5/5/2020,Completed,59
5/5/2020,Completed,170
5/9/2020,Completed,5
5/9/2020,Completed,53
5/9/2020,Completed,70
5/9/2020,Completed,55
5/9/2020,Completed,52
5/9/2020,Completed,40
5/9/2020,Completed,37
5/9/2020,Completed,161
5/9/2020,Completed,163
5/9/2020,Completed,165
5/9/2020,Completed,169
5/9/2020,Completed,173
5/9/2020,Completed,34
5/9/2020,Completed,136
5/9/2020,Completed,65
5/9/2020,Completed,68
5/9/2020,Completed,22
5/9/2020,Completed,174
5/5/2020,Completed,23
5/5/2020,Completed,51
5/5/2020,Completed,164
5/5/2020,Completed,25
5/5/2020,Completed,24
5/5/2020,Completed,58
5/5/2020,Completed,31
5/5/2020,Completed,44
5/5/2020,Completed,63
5/9/2020,Completed,45
5/9/2020,Completed,172
5/9/2020,Completed,2
5/9/2020,Completed,167
5/9/2020,Completed,65
5/9/2020,Completed,47
5/9/2020,Completed,106
5/9/2020,Completed,47
5/9/2020,Completed,15
5/9/2020,Completed,162
5/9/2020,Completed,66
5/9/2020,Completed,71
5/9/2020,Completed,33
5/9/2020,Completed,3
5/9/2020,Completed,11
5/9/2020,Completed,9
5/9/2020,Completed,19
5/9/2020,Completed,14
5/9/2020,Completed,23
5/9/2020,Completed,28
5/5/2020,Completed,17
5/5/2020,Completed,7
5/5/2020,Completed,10
5/5/2020,Completed,40
5/5/2020,Completed,61
5/5/2020,Completed,30
5/5/2020,Completed,166
5/15/2020,Completed,5
5/15/2020,Completed,12
5/15/2020,Completed,13
5/15/2020,Completed,16
5/15/2020,Completed,43
5/15/2020,Completed,48
5/15/2020,Completed,64
5/15/2020,Completed,72
5/15/2020,Completed,6
5/15/2020,Completed,32
5/15/2020,Completed,18
5/15/2020,Completed,41
5/15/2020,Completed,5
5/15/2020,Completed,37
5/15/2020,Completed,40
5/15/2020,Completed,52
5/15/2020,Completed,53
5/15/2020,Completed,55
5/15/2020,Completed,70
5/15/2020,Completed,22
5/15/2020,Completed,34
5/15/2020,Completed,65
5/15/2020,Completed,68
5/15/2020,Completed,136
5/15/2020,Completed,161
5/15/2020,Completed,163
5/15/2020,Completed,165
5/15/2020,Completed,169
5/15/2020,Completed,173
5/15/2020,Completed,174
5/15/2020,Completed,2
5/15/2020,Completed,15
5/15/2020,Completed,47
5/15/2020,Completed,45
5/15/2020,Completed,47
5/15/2020,Completed,106
5/15/2020,Completed,66
5/15/2020,Completed,71
5/15/2020,Completed,162
5/15/2020,Completed,167
5/15/2020,Completed,172
5/15/2020,Completed,3
5/15/2020,Completed,9
5/15/2020,Completed,11
5/15/2020,Completed,14
5/15/2020,Completed,19
5/15/2020,Completed,23
5/15/2020,Completed,28
5/15/2020,Completed,33
5/12/2020,Completed,21
5/12/2020,Completed,27
5/12/2020,Completed,46
5/12/2020,Completed,54
5/12/2020,Completed,57
5/12/2020,Completed,73
5/12/2020,Completed,8
5/12/2020,Completed,10
5/12/2020,Completed,42
5/12/2020,Completed,109
5/12/2020,Completed,60
5/12/2020,Completed,123
5/12/2020,Completed,1
5/12/2020,Completed,4
5/12/2020,Completed,29
5/12/2020,Completed,32
5/12/2020,Completed,39
5/12/2020,Completed,76
5/12/2020,Completed,67
5/12/2020,Completed,69
5/12/2020,Completed,20
5/12/2020,Completed,63
5/12/2020,Completed,36
5/12/2020,Completed,79
5/12/2020,Completed,50
5/12/2020,Completed,56
5/12/2020,Completed,62
5/12/2020,Completed,133
5/12/2020,Completed,168
5/12/2020,Completed,15
5/12/2020,Completed,20
5/12/2020,Completed,49
5/12/2020,Completed,31
5/12/2020,Completed,38
5/12/2020,Completed,41
5/12/2020,Completed,58
5/12/2020,Completed,74
5/12/2020,Completed,171
5/12/2020,Completed,26
5/12/2020,Completed,57
5/12/2020,Completed,35
5/12/2020,Completed,49
5/12/2020,Completed,98
5/12/2020,Completed,59
5/12/2020,Completed,125
5/12/2020,Completed,170
5/12/2020,Completed,23
5/12/2020,Completed,31
5/12/2020,Completed,24
5/12/2020,Completed,25
5/12/2020,Completed,58
5/12/2020,Completed,44
5/12/2020,Completed,51
5/12/2020,Completed,63
5/12/2020,Completed,164
5/12/2020,Completed,10
5/12/2020,Completed,7
5/12/2020,Completed,17
5/12/2020,Completed,30
5/12/2020,Completed,61
5/12/2020,Completed,166
5/19/2020,Completed,1
5/19/2020,Completed,2
5/19/2020,Completed,5
5/19/2020,Completed,3
5/19/2020,Completed,4
5/19/2020,Completed,5
5/19/2020,Completed,10
5/19/2020,Completed,6
5/19/2020,Completed,7
5/19/2020,Completed,15
5/19/2020,Completed,8
5/19/2020,Completed,9
5/19/2020,Completed,10
5/19/2020,Completed,20
5/19/2020,Completed,11
5/19/2020,Completed,12
5/19/2020,Completed,23
5/19/2020,Completed,13
5/19/2020,Completed,14
5/19/2020,Completed,31
5/19/2020,Completed,32
5/19/2020,Completed,15
5/19/2020,Completed,16
5/19/2020,Completed,17
5/19/2020,Completed,18
5/19/2020,Completed,19
5/19/2020,Completed,20
5/19/2020,Completed,41
5/19/2020,Completed,21
5/19/2020,Completed,22
5/19/2020,Completed,23
5/19/2020,Completed,24
5/19/2020,Completed,49
5/19/2020,Completed,25
5/19/2020,Completed,26
5/19/2020,Completed,27
5/19/2020,Completed,28
5/19/2020,Completed,29
5/19/2020,Completed,30
5/19/2020,Completed,31
5/19/2020,Completed,57
5/19/2020,Completed,58
5/19/2020,Completed,32
5/19/2020,Completed,63
5/19/2020,Completed,33
5/19/2020,Completed,34
5/19/2020,Completed,35
5/19/2020,Completed,36
5/19/2020,Completed,37
5/19/2020,Completed,38
5/19/2020,Completed,39
5/19/2020,Completed,76
5/19/2020,Completed,40
5/19/2020,Completed,41
5/19/2020,Completed,42
5/19/2020,Completed,43
5/19/2020,Completed,44
5/19/2020,Completed,45
5/19/2020,Completed,46
5/19/2020,Completed,47
5/19/2020,Completed,48
5/19/2020,Completed,49
5/19/2020,Completed,50
5/19/2020,Completed,51
5/19/2020,Completed,52
5/19/2020,Completed,53
5/19/2020,Completed,54
5/19/2020,Completed,106
5/19/2020,Completed,55
5/19/2020,Completed,56
5/19/2020,Completed,109
5/19/2020,Completed,57
5/19/2020,Completed,58
5/19/2020,Completed,59
5/19/2020,Completed,60
5/19/2020,Completed,61
5/19/2020,Completed,62
5/19/2020,Completed,63
5/19/2020,Completed,123
5/19/2020,Completed,64
5/19/2020,Completed,65
5/19/2020,Completed,66
5/19/2020,Completed,67
5/19/2020,Completed,68
5/19/2020,Completed,69
5/19/2020,Completed,133
5/19/2020,Completed,70
5/19/2020,Completed,71
5/19/2020,Completed,136
5/19/2020,Completed,72
5/19/2020,Completed,73
5/19/2020,Completed,74
5/19/2020,Completed,161
5/19/2020,Completed,162
5/19/2020,Completed,163
5/19/2020,Completed,164
5/19/2020,Completed,165
5/19/2020,Completed,166
5/19/2020,Completed,167
5/19/2020,Completed,168
5/19/2020,Completed,169
5/19/2020,Completed,170
5/19/2020,Completed,171
5/19/2020,Completed,172
5/19/2020,Completed,173
5/19/2020,Completed,174
5/26/2020,Completed,80
5/26/2020,Completed,1
5/26/2020,Completed,2
5/26/2020,Completed,5
5/26/2020,Completed,3
5/26/2020,Completed,4
5/26/2020,Completed,5
5/26/2020,Completed,10
5/26/2020,Completed,6
5/26/2020,Completed,7
5/26/2020,Completed,15
5/26/2020,Completed,8
5/26/2020,Completed,9
5/26/2020,Completed,10
5/26/2020,Completed,20
5/26/2020,Completed,11
5/26/2020,Completed,12
5/26/2020,Completed,23
5/26/2020,Completed,13
5/26/2020,Completed,14
5/26/2020,Completed,31
5/26/2020,Completed,32
5/26/2020,Completed,15
5/26/2020,Completed,16
5/26/2020,Completed,17
5/26/2020,Completed,18
5/26/2020,Completed,19
5/26/2020,Completed,20
5/26/2020,Completed,41
5/26/2020,Completed,21
5/26/2020,Completed,22
5/26/2020,Completed,23
5/26/2020,Completed,24
5/26/2020,Completed,49
5/26/2020,Completed,25
5/26/2020,Completed,26
5/26/2020,Completed,27
5/26/2020,Completed,28
5/26/2020,Completed,29
5/26/2020,Completed,30
5/26/2020,Completed,31
5/26/2020,Completed,57
5/26/2020,Completed,58
5/26/2020,Completed,32
5/26/2020,Completed,63
5/26/2020,Completed,33
5/26/2020,Completed,34
5/26/2020,Completed,35
5/26/2020,Completed,36
5/26/2020,Completed,37
5/26/2020,Completed,38
5/26/2020,Completed,39
5/26/2020,Completed,76
5/26/2020,Completed,40
5/26/2020,Completed,41
5/26/2020,Completed,42
5/26/2020,Completed,43
5/26/2020,Completed,44
5/26/2020,Completed,45
5/26/2020,Completed,46
5/26/2020,Completed,47
5/26/2020,Completed,48
5/26/2020,Completed,49
5/26/2020,Completed,50
5/26/2020,Completed,51
5/26/2020,Completed,52
5/26/2020,Completed,53
5/26/2020,Completed,54
5/26/2020,Completed,106
5/26/2020,Completed,55
5/26/2020,Completed,56
5/26/2020,Completed,109
5/26/2020,Completed,57
5/26/2020,Completed,58
5/26/2020,Completed,59
5/26/2020,Completed,60
5/26/2020,Completed,61
5/26/2020,Completed,62
5/26/2020,Completed,63
5/26/2020,Completed,123
5/26/2020,Completed,64
5/26/2020,Completed,65
5/26/2020,Completed,66
5/26/2020,Completed,67
5/26/2020,Completed,68
5/26/2020,Completed,69
5/26/2020,Completed,133
5/26/2020,Completed,70
5/26/2020,Completed,71
5/26/2020,Completed,136
5/26/2020,Completed,72
5/26/2020,Completed,73
5/26/2020,Completed,80
5/26/2020,Completed,161
5/26/2020,Completed,162
5/26/2020,Completed,163
5/26/2020,Completed,164
5/26/2020,Completed,165
5/26/2020,Completed,166
5/26/2020,Completed,167
5/26/2020,Completed,168
5/26/2020,Completed,169
5/26/2020,Completed,170
5/26/2020,Completed,171
5/26/2020,Completed,172
5/26/2020,Completed,173
5/26/2020,Completed,174
6/4/2020,Completed,5
6/4/2020,Completed,12
6/4/2020,Completed,13
6/4/2020,Completed,16
6/4/2020,Completed,43
6/4/2020,Completed,48
6/4/2020,Completed,64
6/4/2020,Completed,72
6/4/2020,Completed,6
6/4/2020,Completed,18
6/4/2020,Completed,41
6/4/2020,Completed,5
6/4/2020,Completed,37
6/4/2020,Completed,40
6/4/2020,Completed,52
6/4/2020,Completed,53
6/4/2020,Completed,55
6/4/2020,Completed,70
6/4/2020,Completed,76
6/4/2020,Completed,22
6/4/2020,Completed,34
6/4/2020,Completed,65
6/4/2020,Completed,68
6/4/2020,Completed,136
6/4/2020,Completed,161
6/4/2020,Completed,163
6/4/2020,Completed,165
6/4/2020,Completed,169
6/4/2020,Completed,173
6/4/2020,Completed,174
6/4/2020,Completed,2
6/4/2020,Completed,15
6/4/2020,Completed,45
6/4/2020,Completed,47
6/4/2020,Completed,106
6/4/2020,Completed,66
6/4/2020,Completed,71
6/4/2020,Completed,162
6/4/2020,Completed,167
6/4/2020,Completed,172
6/4/2020,Completed,3
6/4/2020,Completed,9
6/4/2020,Completed,11
6/4/2020,Completed,14
6/4/2020,Completed,19
6/4/2020,Completed,23
6/4/2020,Completed,28
6/4/2020,Completed,33
6/4/2020,Completed,77
6/4/2020,Completed,80
6/1/2020,Completed,21
6/1/2020,Completed,27
6/1/2020,Completed,46
6/1/2020,Completed,54
6/1/2020,Completed,57
6/1/2020,Completed,73
6/1/2020,Completed,8
6/1/2020,Completed,10
6/1/2020,Completed,42
6/1/2020,Completed,109
6/1/2020,Completed,60
6/1/2020,Completed,123
6/1/2020,Completed,1
6/1/2020,Completed,4
6/1/2020,Completed,29
6/1/2020,Completed,32
6/1/2020,Completed,39
6/1/2020,Completed,76
6/1/2020,Completed,67
6/1/2020,Completed,69
6/1/2020,Completed,20
6/1/2020,Completed,63
6/1/2020,Completed,36
6/1/2020,Completed,50
6/1/2020,Completed,56
6/1/2020,Completed,62
6/1/2020,Completed,133
6/1/2020,Completed,168
6/1/2020,Completed,15
6/1/2020,Completed,20
6/1/2020,Completed,49
6/1/2020,Completed,31
6/1/2020,Completed,38
6/1/2020,Completed,41
6/1/2020,Completed,58
6/1/2020,Completed,171
6/1/2020,Completed,26
6/1/2020,Completed,57
6/1/2020,Completed,35
6/1/2020,Completed,49
6/1/2020,Completed,59
6/1/2020,Completed,170
6/1/2020,Completed,23
6/1/2020,Completed,24
6/1/2020,Completed,25
6/1/2020,Completed,58
6/1/2020,Completed,44
6/1/2020,Completed,51
6/1/2020,Completed,63
6/1/2020,Completed,75
6/1/2020,Completed,164
6/1/2020,Completed,10
6/1/2020,Completed,7
6/1/2020,Completed,17
6/1/2020,Completed,30
6/1/2020,Completed,61
6/1/2020,Completed,166
6/8/2020,Completed,1
6/8/2020,Completed,2
6/8/2020,Completed,5
6/8/2020,Completed,3
6/8/2020,Completed,4
6/8/2020,Completed,5
6/8/2020,Completed,10
6/8/2020,Completed,6
6/8/2020,Completed,7
6/8/2020,Completed,15
6/8/2020,Completed,8
6/8/2020,Completed,9
6/8/2020,Completed,10
6/8/2020,Completed,20
6/8/2020,Completed,11
6/8/2020,Completed,12
6/8/2020,Completed,23
6/8/2020,Completed,13
6/8/2020,Completed,14
6/8/2020,Completed,15
6/8/2020,Completed,16
6/8/2020,Completed,17
6/8/2020,Completed,18
6/8/2020,Completed,19
6/8/2020,Completed,20
6/8/2020,Completed,41
6/8/2020,Completed,21
6/8/2020,Completed,22
6/8/2020,Completed,23
6/8/2020,Completed,24
6/8/2020,Completed,49
6/8/2020,Completed,25
6/8/2020,Completed,26
6/8/2020,Completed,27
6/8/2020,Completed,28
6/8/2020,Completed,29
6/8/2020,Completed,30
6/8/2020,Completed,31
6/8/2020,Completed,57
6/8/2020,Completed,32
6/8/2020,Completed,63
6/8/2020,Completed,33
6/8/2020,Completed,34
6/8/2020,Completed,35
6/8/2020,Completed,36
6/8/2020,Completed,37
6/8/2020,Completed,38
6/8/2020,Completed,39
6/8/2020,Completed,76
6/8/2020,Completed,40
6/8/2020,Completed,41
6/8/2020,Completed,42
6/8/2020,Completed,43
6/8/2020,Completed,44
6/8/2020,Completed,45
6/8/2020,Completed,46
6/8/2020,Completed,47
6/8/2020,Completed,48
6/8/2020,Completed,49
6/8/2020,Completed,50
6/8/2020,Completed,51
6/8/2020,Completed,52
6/8/2020,Completed,53
6/8/2020,Completed,54
6/8/2020,Completed,106
6/8/2020,Completed,55
6/8/2020,Completed,56
6/8/2020,Completed,109
6/8/2020,Completed,57
6/8/2020,Completed,58
6/8/2020,Completed,59
6/8/2020,Completed,60
6/8/2020,Completed,61
6/8/2020,Completed,62
6/8/2020,Completed,63
6/8/2020,Completed,123
6/8/2020,Completed,64
6/8/2020,Completed,65
6/8/2020,Completed,66
6/8/2020,Completed,67
6/8/2020,Completed,68
6/8/2020,Completed,69
6/8/2020,Completed,133
6/8/2020,Completed,70
6/8/2020,Completed,71
6/8/2020,Completed,136
6/8/2020,Completed,72
6/8/2020,Completed,73
6/8/2020,Completed,80
6/8/2020,Completed,161
6/8/2020,Completed,162
6/8/2020,Completed,163
6/8/2020,Completed,164
6/8/2020,Completed,165
6/8/2020,Completed,166
6/8/2020,Completed,167
6/8/2020,Completed,168
6/8/2020,Completed,169
6/8/2020,Completed,170
6/8/2020,Completed,171
6/8/2020,Completed,172
6/8/2020,Completed,173
6/8/2020,Completed,174
6/8/2020,Completed,75
6/8/2020,Completed,76
6/8/2020,Completed,77
6/8/2020,Completed,175
6/15/2020,Completed,21
6/15/2020,Completed,27
6/15/2020,Completed,46
6/15/2020,Completed,54
6/15/2020,Completed,57
6/15/2020,Completed,73
6/15/2020,Completed,8
6/15/2020,Completed,10
6/15/2020,Completed,42
6/15/2020,Completed,109
6/15/2020,Completed,60
6/15/2020,Completed,123
6/15/2020,Completed,1
6/15/2020,Completed,4
6/15/2020,Completed,29
6/15/2020,Completed,32
6/15/2020,Completed,39
6/15/2020,Completed,76
6/15/2020,Completed,59
6/15/2020,Completed,67
6/15/2020,Completed,69
6/15/2020,Completed,20
6/15/2020,Completed,63
6/15/2020,Completed,36
6/15/2020,Completed,50
6/15/2020,Completed,56
6/15/2020,Completed,62
6/15/2020,Completed,168
6/15/2020,Completed,15
6/15/2020,Completed,20
6/15/2020,Completed,49
6/15/2020,Completed,31
6/15/2020,Completed,38
6/15/2020,Completed,41
6/15/2020,Completed,58
6/15/2020,Completed,171
6/15/2020,Completed,26
6/15/2020,Completed,57
6/15/2020,Completed,35
6/15/2020,Completed,49
6/15/2020,Completed,170
6/15/2020,Completed,23
6/15/2020,Completed,24
6/15/2020,Completed,25
6/15/2020,Completed,44
6/15/2020,Completed,51
6/15/2020,Completed,63
6/15/2020,Completed,75
6/15/2020,Completed,164
6/15/2020,Completed,10
6/15/2020,Completed,7
6/15/2020,Completed,17
6/15/2020,Completed,30
6/15/2020,Completed,61
6/15/2020,Completed,166
6/15/2020,Completed,5
6/15/2020,Completed,12
6/15/2020,Completed,13
6/15/2020,Completed,16
6/15/2020,Completed,43
6/15/2020,Completed,48
6/15/2020,Completed,64
6/15/2020,Completed,72
6/15/2020,Completed,6
6/15/2020,Completed,18
6/15/2020,Completed,41
6/15/2020,Completed,5
6/15/2020,Completed,37
6/15/2020,Completed,40
6/15/2020,Completed,52
6/15/2020,Completed,53
6/15/2020,Completed,55
6/15/2020,Completed,70
6/15/2020,Completed,76
6/15/2020,Completed,22
6/15/2020,Completed,34
6/15/2020,Completed,65
6/15/2020,Completed,68
6/15/2020,Completed,136
6/15/2020,Completed,161
6/15/2020,Completed,163
6/15/2020,Completed,165
6/15/2020,Completed,169
6/15/2020,Completed,173
6/15/2020,Completed,174
6/15/2020,Completed,2
